checklist_id,term,baseline_rating,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,relocation_priority,conceptual_home,decision,reason_code,reason_why,reason_quality,before_evidence_ref,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,phase2_status,final_quality,notes
PQ-069,validity invariant,poor,unsafety.rst,25,fls_M4Q4vAJmapq8,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,356,types-and-traits.rst,Bool Type,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before unsafety.rst:25 fls_M4Q4vAJmapq8 left bool bit pattern rules with a forward dependency on validity invariant. After types-and-traits.rst:356 fls_2sd39mj05mb9 defines it at first concrete use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=validity invariant,types-and-traits.rst,356,fls_2sd39mj05mb9,Bool Type,125aa4b4f1f9abae9316da89c861d5976170524c,src/types-and-traits.rst:356,completed,pending,resolved-high,
PQ-070,value,poor,values.rst,14,fls_buyaqara7am4,Values,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,34,expressions.rst,Type Cast Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before values.rst:14 fls_buyaqara7am4 separated value from type cast semantics that directly transform values. After expressions.rst:2281 fls_uuayaksl8059 defines value at this cast rule with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=value,expressions.rst,2281,fls_uuayaksl8059,Type Cast Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:2281,completed,pending,resolved-high,
PQ-071,variable,poor,values.rst,262,fls_hl5tnd9yy252,Variables,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,147,ownership-and-deconstruction.rst,Initialization,low_forward_ref,true,relocated to conceptual owner,relocate-conceptual-owner,Before values.rst:262 fls_hl5tnd9yy252 placed variable outside ownership and initialization legality. After ownership-and-deconstruction.rst:23 fls_ckcnkbb6y3cq defines variable in the ownership model entry with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=variable,ownership-and-deconstruction.rst,23,fls_ckcnkbb6y3cq,Initialization,125aa4b4f1f9abae9316da89c861d5976170524c,src/ownership-and-deconstruction.rst:23,completed,pending,resolved-high,
PQ-072,visible empty enum variant,poor,types-and-traits.rst,2521,fls_A2W4v53ihTGx,Visible Emptiness,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,408,patterns.rst,Path Patterns,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:2521 fls_A2W4v53ihTGx required forward lookup from path pattern irrefutability rules. After patterns.rst:408 fls_rnppz6y5z8pi defines this term where the rule first depends on it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=visible empty enum variant,patterns.rst,408,fls_rnppz6y5z8pi,Path Patterns,125aa4b4f1f9abae9316da89c861d5976170524c,src/patterns.rst:408,completed,pending,resolved-high,
PQ-073,where clause,poor,generics.rst,281,fls_3nqb7p5ifvio,Where Clauses,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1639,entities-and-resolution.rst,Generic Parameter Scope,low_forward_ref,true,relocated to conceptual owner,relocate-conceptual-owner,Before generics.rst:281 fls_3nqb7p5ifvio separated where clause from the scope rules that consume it. After entities-and-resolution.rst:532 fls_jqevvpndxzdz defines where clause in generic scope ownership with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=where clause,entities-and-resolution.rst,532,fls_jqevvpndxzdz,Generic Parameter Scope,125aa4b4f1f9abae9316da89c861d5976170524c,src/entities-and-resolution.rst:532,completed,pending,resolved-high,
PQ-074,anonymous return type,questionable,types-and-traits.rst,1397,fls_3aKZB0ILIkZw,Impl Trait Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3838,expressions.rst,Closure Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:1397 fls_3aKZB0ILIkZw required forward lookup from async closure return typing. After expressions.rst:3839 fls_DSy7bPKGzyov defines anonymous return type at first closure use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=anonymous return type,expressions.rst,3839,fls_DSy7bPKGzyov,Closure Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:3839,completed,pending,resolved-high,
PQ-075,array,questionable,types-and-traits.rst,574,fls_xmmgSHsTHDtc,Array Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2954,expressions.rst,Array Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:574 fls_xmmgSHsTHDtc deferred array for array expression construction semantics. After expressions.rst:2955 fls_ya9res33oxt6 defines array at first constructor use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=array,expressions.rst,2955,fls_ya9res33oxt6,Array Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:2955,completed,pending,resolved-high,
PQ-076,assigned operand,questionable,expressions.rst,2661,fls_dvy201zd6oym,Compound Assignment Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2615,expressions.rst,Compound Assignment Expressions,low_forward_ref,true,reordered definition earlier,retain-reordered,Before expressions.rst:2661 fls_dvy201zd6oym defined assigned operand after the first section rule that uses it. After expressions.rst:2616 fls_3bu3g8o5nopc defines it in the leading legality rule with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=assigned operand,expressions.rst,2616,fls_3bu3g8o5nopc,Compound Assignment Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:2616,completed,pending,resolved-high,
PQ-077,assignee operand,questionable,expressions.rst,2401,fls_bsjw6f4a3wol,Assignment Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,488,expressions.rst,Destructuring Assignment,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before expressions.rst:2401 fls_bsjw6f4a3wol left destructuring assignment rules with a forward dependency. After expressions.rst:2461 fls_2eheo4yo2orm defines assignee operand in that governing section with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=assignee operand,expressions.rst,2461,fls_2eheo4yo2orm,Destructuring Assignment,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:2461,completed,pending,resolved-high,
PQ-078,associated constant,questionable,associated-items.rst,32,fls_5y6ae0xqux57,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,309,patterns.rst,Path Patterns,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before associated-items.rst:32 fls_5y6ae0xqux57 required forward lookup from path pattern legality for associated constants. After patterns.rst:373 fls_xz5otkhogn31 defines it at first path pattern use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated constant,patterns.rst,373,fls_xz5otkhogn31,Path Patterns,125aa4b4f1f9abae9316da89c861d5976170524c,src/patterns.rst:373,completed,pending,resolved-high,
PQ-079,associated function,questionable,associated-items.rst,36,fls_lj7492aq7fzo,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3166,types-and-traits.rst,Object Safety,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before associated-items.rst:36 fls_lj7492aq7fzo delayed associated function from object safety legality checks. After types-and-traits.rst:3166 fls_uixekv82g2e5 defines it where object safety first constrains it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated function,types-and-traits.rst,3166,fls_uixekv82g2e5,Object Safety,125aa4b4f1f9abae9316da89c861d5976170524c,src/types-and-traits.rst:3166,completed,pending,resolved-high,
PQ-080,associated implementation constant,questionable,associated-items.rst,85,fls_l3iwn56n1uz8,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3688,types-and-traits.rst,Static Lifetime Elision,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before associated-items.rst:85 fls_l3iwn56n1uz8 separated associated implementation constant from static lifetime elision constraints. After types-and-traits.rst:3688 fls_37udexenqv3p defines it at first lifetime rule use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated implementation constant,types-and-traits.rst,3688,fls_37udexenqv3p,Static Lifetime Elision,125aa4b4f1f9abae9316da89c861d5976170524c,src/types-and-traits.rst:3688,completed,pending,resolved-high,
PQ-081,associated item,questionable,associated-items.rst,28,fls_ckzd25qd213t,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,640,macros.rst,Macro Expansion,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated item,,,,,,,pending,pending,pending,
PQ-082,associated trait function,questionable,associated-items.rst,119,fls_b6nns7oqvdpm,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,294,implementations.rst,Implementation Conformance,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated trait function,,,,,,,pending,pending,pending,
PQ-083,associated type,questionable,associated-items.rst,40,fls_8cz4rdrklaj4,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1159,expressions.rst,Dereference Expression,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated type,,,,,,,pending,pending,pending,
PQ-084,associativity,questionable,expressions.rst,5083,fls_bezkcuwp5qol,Expression Precedence,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,5076,expressions.rst,Expression Precedence,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associativity,,,,,,,pending,pending,pending,
PQ-085,async function,questionable,functions.rst,183,fls_m3jiunibqj81,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,790,expressions.rst,Async Blocks,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=async function,,,,,,,pending,pending,pending,
PQ-086,attribute,questionable,attributes.rst,47,fls_rnzxj1t0hehl,Attributes,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,523,attributes.rst,Built-in Attributes,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=attribute,,,,,,,pending,pending,pending,
PQ-087,binary crate,questionable,program-structure-and-compilation.rst,129,fls_9ub6ks8qrang,Crates,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,2173,attributes.rst,Attribute ``windows_subsystem``,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=binary crate,,,,,,,pending,pending,pending,
PQ-088,binary operator,questionable,expressions.rst,105,fls_yOW2wnLPzlPy,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,98,expressions.rst,Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=binary operator,,,,,,,pending,pending,pending,
PQ-089,binding argument,questionable,generics.rst,374,fls_9pda3ja0ihks,Generic Arguments,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3838,generics.rst,Generic Conformance,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=binding argument,,,,,,,pending,pending,pending,
PQ-090,borrow,questionable,ownership-and-deconstruction.rst,165,fls_j9kof0px3l7s,Borrowing,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1062,expressions.rst,Raw Borrow Expression,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=borrow,,,,,,,pending,pending,pending,
PQ-091,bound,questionable,types-and-traits.rst,3230,fls_5g508z6c7q5f,Trait and Lifetime Bounds,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,2988,types-and-traits.rst,Type Inference,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=bound,,,,,,,pending,pending,pending,
PQ-092,comment,questionable,lexical-elements.rst,1350,fls_8obn3dtzpe5f,Comments,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,279,lexical-elements.rst,"Lexical Elements, Separators, and Punctuation",low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=comment,,,,,,,pending,pending,pending,
PQ-093,concrete type,questionable,types-and-traits.rst,63,fls_cTF1sJ9I2XJd,Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,1707,attributes.rst,Attribute ``type_length_limit``,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=concrete type,,,,,,,pending,pending,pending,
PQ-094,conditional compilation,questionable,program-structure-and-compilation.rst,236,fls_a0u9nnaf6drz,Conditional Compilation,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,928,attributes.rst,Attribute ``cfg``,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=conditional compilation,,,,,,,pending,pending,pending,
PQ-095,constant,questionable,values.rst,104,fls_5o5iu4j8in4l,Constants,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,310,expressions.rst,Constant Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant,,,,,,,pending,pending,pending,
PQ-096,constant argument,questionable,generics.rst,388,fls_i3z9ueoe99zd,Generic Arguments,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,313,generics.rst,Generic Parameters,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant argument,,,,,,,pending,pending,pending,
PQ-097,constant initializer,questionable,values.rst,120,fls_ndmfqxjpvsqy,Constants,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,309,expressions.rst,Constant Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant initializer,,,,,,,pending,pending,pending,
PQ-098,constant parameter,questionable,generics.rst,84,fls_vpcqgec83ybt,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,313,generics.rst,Generic Conformance,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant parameter,,,,,,,pending,pending,pending,
PQ-099,constant parameter initializer,questionable,generics.rst,87,fls_3SjMBlc0b7qo,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,2579,generics.rst,Generic Conformance,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant parameter initializer,,,,,,,pending,pending,pending,
PQ-100,copy type,questionable,ownership-and-deconstruction.rst,278,fls_h2pgsij1rbms,Passing Conventions,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1052,types-and-traits.rst,Union Types,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=copy type,,,,,,,pending,pending,pending,
PQ-101,crate,questionable,program-structure-and-compilation.rst,113,fls_qwghk79ok5h0,Crates,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,316,macros.rst,Procedural Macros,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=crate,,,,,,,pending,pending,pending,
PQ-102,crate import,questionable,program-structure-and-compilation.rst,175,fls_d0pa807s5d5h,Crate Imports,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,968,entities-and-resolution.rst,Preludes,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=crate import,,,,,,,pending,pending,pending,
PQ-103,crate root module,questionable,program-structure-and-compilation.rst,210,fls_fhiqvgdamq5,Compilation Roots,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,966,entities-and-resolution.rst,Preludes,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=crate root module,,,,,,,pending,pending,pending,
PQ-104,declaration,questionable,entities-and-resolution.rst,46,fls_lcca91wjwnpx,Entities,1c2c2b73313fb48987ed02ac044ff68cec69968e,items.rst,53,entities-and-resolution.rst,Scope Hierarchy,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=declaration,,,,,,,pending,pending,pending,
PQ-105,destructor,questionable,ownership-and-deconstruction.rst,385,fls_4nkzidytpi6,Destructors,1c2c2b73313fb48987ed02ac044ff68cec69968e,values.rst,315,values.rst,Constant Promotion,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=destructor,,,,,,,pending,pending,pending,
PQ-106,direction modifier,questionable,inline-assembly.rst,687,fls_5a3vfresnv5z,Register Arguments,1c2c2b73313fb48987ed02ac044ff68cec69968e,inline-assembly.rst,109,inline-assembly.rst,Registers,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=direction modifier,,,,,,,pending,pending,pending,
PQ-107,discriminant,questionable,types-and-traits.rst,807,fls_t4yeovFm83Wo,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2202,expressions.rst,Type Cast Expressions,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=discriminant,,,,,,,pending,pending,pending,
PQ-108,discriminant initializer,questionable,types-and-traits.rst,810,fls_IhqHv2D1nuXj,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,319,expressions.rst,Constant Expressions,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=discriminant initializer,,,,,,,pending,pending,pending,
PQ-109,elaboration,questionable,items.rst,53,fls_hil5f7y4xdhe,Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,values.rst,138,values.rst,Constants,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=elaboration,,,,,,,pending,pending,pending,
PQ-110,element type,questionable,types-and-traits.rst,577,fls_mRbOQQQPbVyU,Array Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2990,expressions.rst,Array Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=element type,,,,,,,pending,pending,pending,
PQ-111,else expression,questionable,expressions.rst,4601,fls_5azwlk7hav1k,If Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,4597,expressions.rst,If Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=else expression,,,,,,,pending,pending,pending,
PQ-112,entity,questionable,entities-and-resolution.rst,30,fls_x7j6wcigqt7u,Entities,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,660,entities-and-resolution.rst,Path Resolution,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=entity,,,,,,,pending,pending,pending,
PQ-113,enum value,questionable,types-and-traits.rst,771,fls_v4QIqcZGsG6C,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3241,expressions.rst,Struct Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=enum value,,,,,,,pending,pending,pending,
PQ-114,escaped character,questionable,lexical-elements.rst,1132,fls_TXk2yFGh8at5,Character Literals,1c2c2b73313fb48987ed02ac044ff68cec69968e,general.rst,293,general.rst,Method of Description and Syntax Notation,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=escaped character,,,,,,,pending,pending,pending,
PQ-115,evaluation,questionable,expressions.rst,122,fls_1223lwh4nq49,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,126,expressions.rst,Comparison Expressions,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=evaluation,,,,,,,pending,pending,pending,
PQ-116,execution,questionable,statements.rst,44,fls_estqu395zxgk,Statements,1c2c2b73313fb48987ed02ac044ff68cec69968e,statements.rst,48,,,none,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=execution,,,,,,,pending,pending,pending,
PQ-117,exported function,questionable,attributes.rst,1491,fls_VKuSiswPMll7,Attribute ``no_mangle``,1c2c2b73313fb48987ed02ac044ff68cec69968e,general.rst,224,attributes.rst,Attribute ``track_caller``,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=exported function,,,,,,,pending,pending,pending,
PQ-118,expression-with-block,questionable,expressions.rst,82,fls_xmklb3070sp,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,582,entities-and-resolution.rst,Item Scope,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=expression-with-block,,,,,,,pending,pending,pending,
PQ-119,external function,questionable,ffi.rst,228,fls_v24ino4hix3m,External Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,general.rst,215,general.rst,Conformity,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=external function,,,,,,,pending,pending,pending,
PQ-120,external function item type,questionable,types-and-traits.rst,1145,fls_sas3ahcshnrh,Function Item Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3493,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=external function item type,,,,,,,pending,pending,pending,
PQ-121,external static,questionable,ffi.rst,263,fls_8ddsytjr4il6,External Statics,1c2c2b73313fb48987ed02ac044ff68cec69968e,general.rst,218,general.rst,Conformity,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=external static,,,,,,,pending,pending,pending,
PQ-122,field list,questionable,types-and-traits.rst,922,fls_YERnNZiSdCRn,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,786,types-and-traits.rst,Enum Types,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=field list,,,,,,,pending,pending,pending,
PQ-123,field selector,questionable,expressions.rst,3722,fls_yeuayil6uxzx,Field Access Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,1293,entities-and-resolution.rst,Field Resolution,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=field selector,,,,,,,pending,pending,pending,
