checklist_id,term,wave,source_set,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,placement_priority,placement_fitness_rating,divergence_match_category,divergence_reliability,divergence_similarity,before_evidence_ref,action_type,decision_detail,reason_code,reason_why,reason_quality,semantic_change_flag,review_attention,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,final_quality,batch_id,quarantine_status,quarantine_reason,notes
WB-047,mutable,WB,v2-placement-priority,expressions.rst,3129,fls_y3sduoma6q9v,Indexing Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,20,values.rst,Values,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable,move,Moved canonical :dt: from expressions.rst::Indexing Expressions to expressions.rst::Indexing Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before values.rst:24 fls_U9CPQq4fs7IK defined the term away from index expression mutability semantics; after expressions.rst:3104 fls_y3sduoma6q9v it is defined at the IndexMut gate and improves first-use reading with no Rust 2021 semantic change.,pass,none,none,expressions.rst,3104,fls_y3sduoma6q9v,Indexing Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:3104,completed,resolved-high,69af449c3644,,,Imported from prior remediation ledger row PQ-032
WB-048,where clause,WB,v2-placement-priority,entities-and-resolution.rst,525,fls_3nqb7p5ifvio,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1586,types-and-traits.rst,Type Aliases,medium,questionable,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=where clause,move,Moved canonical :dt: from entities-and-resolution.rst::Generic Parameter Scope to entities-and-resolution.rst::Generic Parameter Scope and retained traceability to prior remediation evidence.,relocate-conceptual-owner,Before generics.rst:281 fls_3nqb7p5ifvio sat in syntax exposition while scope legality consumed the concept elsewhere; after entities-and-resolution.rst:527 fls_3nqb7p5ifvio it is owned by Generic Parameter Scope and keeps Rust 2021 behavior unchanged.,pass,none,none,entities-and-resolution.rst,527,fls_3nqb7p5ifvio,Generic Parameter Scope,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/entities-and-resolution.rst:527,completed,resolved-high,3e76012a8b3c,,,Imported from prior remediation ledger row PQ-073
WB-049,associated function,WB,v2-placement-priority,types-and-traits.rst,3109,fls_lj7492aq7fzo,Object Safety,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3113,associated-items.rst,Associated Items,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=associated function,move,Moved canonical :dt: from types-and-traits.rst::Object Safety to types-and-traits.rst::Object Safety and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before associated-items.rst:36 fls_lj7492aq7fzo was separate from object safety constraints that use this term; after types-and-traits.rst:3145 fls_lj7492aq7fzo the definition is colocated with those rules and no Rust 2021 semantic change occurs.,pass,none,none,types-and-traits.rst,3145,fls_lj7492aq7fzo,Object Safety,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/types-and-traits.rst:3145,completed,resolved-high,3e76012a8b3c,,,Imported from prior remediation ledger row PQ-079
WB-050,renaming,WB,v2-placement-priority,entities-and-resolution.rst,1079,fls_2bkcn83smy2y,Use Imports,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,975,entities-and-resolution.rst,Preludes,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=renaming,move,Moved canonical :dt: from entities-and-resolution.rst::Use Imports to entities-and-resolution.rst::Use Imports and retained traceability to prior remediation evidence.,relocate-conceptual-owner,Before program-structure-and-compilation.rst:181 fls_2v7k7p4v0xra was an early global definition; after entities-and-resolution.rst:1071 fls_2bkcn83smy2y it is defined in Use Imports where aliasing behavior is specified with no Rust 2021 semantic change.,pass,none,none,entities-and-resolution.rst,1071,fls_2bkcn83smy2y,Use Imports,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/entities-and-resolution.rst:1071,completed,resolved-high,8f95531de31a,,,Imported from prior remediation ledger row PQ-043
WB-051,separator,WB,v2-placement-priority,macros.rst,899,fls_ghqjk6xj85ng,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,lexical-elements.rst,189,lexical-elements.rst,"Lexical Elements, Separators, and Punctuation",medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=separator,move,Moved canonical :dt: from macros.rst::Token Matching to macros.rst::Token Matching and retained traceability to prior remediation evidence.,relocate-first-use-owner,"Before lexical-elements.rst:189 fls_a6t53o8h1vdk, separator was detached from matcher-repetition constraints that rely on it; after macros.rst:896 fls_ghqjk6xj85ng, it is defined at first normative token-matching use, improving first-use discoverability with no Rust 2021 semantic change.",pass,none,none,macros.rst,896,fls_ghqjk6xj85ng,Token Matching,cf1d449c54f72aebf5f22d78f1a2376dccb02988,src/macros.rst:896,completed,resolved-high,cf1d449c54f7,,,Imported from prior remediation ledger row PQ-169
WB-052,struct pattern,WB,v2-placement-priority,expressions.rst,2508,fls_vjdkpr3zml51,Destructuring Assignment,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,765,patterns.rst,Struct Patterns,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=struct pattern,move,Moved canonical :dt: from expressions.rst::Destructuring Assignment to expressions.rst::Destructuring Assignment and retained traceability to prior remediation evidence.,relocate-first-use-owner,"Before patterns.rst:750 fls_vjdkpr3zml51, struct pattern was detached from destructuring-assignment lowering rules that first consume it; after expressions.rst:2493 fls_hj6srmzbobid, it is defined at first normative use and improves first-use discoverability with no Rust 2021 semantic change.",pass,none,none,expressions.rst,2493,fls_hj6srmzbobid,Destructuring Assignment,cf1d449c54f72aebf5f22d78f1a2376dccb02988,src/expressions.rst:2493,completed,resolved-high,cf1d449c54f7,,,Imported from prior remediation ledger row PQ-176
WB-053,tuple enum variant,WB,v2-placement-priority,expressions.rst,3491,fls_v1q7n3t5c9xz,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,653,expressions.rst,Path Expressions,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=tuple enum variant,move,Moved canonical :dt: from expressions.rst::Call Expressions to expressions.rst::Call Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:793 fls_v1q7n3t5c9xz was distant from constructor invocation behavior; after expressions.rst:3486 fls_v1q7n3t5c9xz it is defined in Call Expressions where callee typing uses it and Rust 2021 meaning is unchanged.,pass,none,none,expressions.rst,3486,fls_v1q7n3t5c9xz,Call Expressions,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/expressions.rst:3486,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-185
WB-054,associated item,WB,v2-placement-priority,macros.rst,640,fls_ckzd25qd213t,Macro Expansion,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,689,associated-items.rst,Associated Items,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=associated item,move,Moved canonical :dt: from macros.rst::Macro Expansion to macros.rst::Macro Expansion and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before associated-items.rst:28 fls_ckzd25qd213t required a chapter jump for macro expansion parsing; after macros.rst:640 fls_y20pmwo3v3uu the definition is at first normative use and Rust 2021 meaning is unchanged.,pass,none,none,macros.rst,640,fls_y20pmwo3v3uu,Macro Expansion,347ef54c342c3dad2121f1b7a4a737a1a4c9a5a0,src/macros.rst:640,completed,resolved-high,347ef54c342c,,,Imported from prior remediation ledger row PQ-081
WB-055,destructor,WB,v2-placement-priority,values.rst,307,fls_4nkzidytpi6,Constant Promotion,19e75856eac5694e5d613c7c59b429848d333992,ownership-and-deconstruction.rst,389,ownership-and-deconstruction.rst,Destructors,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=destructor,move,Moved canonical :dt: from values.rst::Constant Promotion to values.rst::Constant Promotion and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before ownership-and-deconstruction.rst:385 fls_4nkzidytpi6 was detached from constant promotion constraints; after values.rst:307 fls_tms5r9f5ogcb defines it at the first gating rule that depends on it with no Rust 2021 semantic change.,pass,none,none,values.rst,307,fls_tms5r9f5ogcb,Constant Promotion,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/values.rst:307,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-105
WB-056,escaped character,WB,v2-placement-priority,general.rst,293,fls_TXk2yFGh8at5,Method of Description and Syntax Notation,19e75856eac5694e5d613c7c59b429848d333992,lexical-elements.rst,1132,lexical-elements.rst,Character Literals,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=escaped character,move,Moved canonical :dt: from general.rst::Method of Description and Syntax Notation to general.rst::Method of Description and Syntax Notation and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before lexical-elements.rst:1132 fls_TXk2yFGh8at5 appeared after notation rules had already used the term; after general.rst:293 fls_1dz634xp8xp5 defines it at first notation use with no Rust 2021 semantic change.,pass,none,none,general.rst,293,fls_1dz634xp8xp5,Method of Description and Syntax Notation,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/general.rst:293,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-114
WB-057,generic substitution,WB,v2-placement-priority,types-and-traits.rst,1492,fls_dCIIVXGhXDlO,Type Parameters,19e75856eac5694e5d613c7c59b429848d333992,generics.rst,355,generics.rst,Generic Arguments,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=generic substitution,move,Moved canonical :dt: from types-and-traits.rst::Type Parameters to types-and-traits.rst::Type Parameters and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before generics.rst:360 fls_8j3ARLPm65vI defined the term in argument syntax and made first-use discovery harder; after types-and-traits.rst:1545 fls_dCIIVXGhXDlO it is defined at substitution use in type parameters with no Rust 2021 semantic change.,pass,none,none,types-and-traits.rst,1545,fls_dCIIVXGhXDlO,Type Parameters,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/types-and-traits.rst:1545,completed,resolved-high,69af449c3644,,,Imported from prior remediation ledger row PQ-021
WB-058,trait implementation,WB,v2-placement-priority,expressions.rst,1457,fls_ry3an0mwb63g,Arithmetic Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,1463,expressions.rst,Compound Assignment Expressions,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=trait implementation,move,Moved canonical :dt: from expressions.rst::Arithmetic Expressions to expressions.rst::Arithmetic Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before implementations.rst:65 fls_ry3an0mwb63g was separated from operator trait parameter rules; after expressions.rst:1452 fls_ry3an0mwb63g it is defined in arithmetic legality where first use appears and semantics remain Rust 2021 consistent.,pass,none,none,expressions.rst,1452,fls_ry3an0mwb63g,Arithmetic Expressions,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/expressions.rst:1452,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-183
WB-059,function,WB,v2-placement-priority,macros.rst,312,fls_ejbddhggstd2,Procedural Macros,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,320,functions.rst,Functions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=function,move,Moved canonical :dt: from macros.rst::Procedural Macros to macros.rst::Procedural Macros and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before functions.rst:52 fls_gn1ngtx2tp2s the term was detached from procedural macro transform contracts; after macros.rst:312 fls_ejbddhggstd2 it is defined where macro behavior references it and Rust 2021 semantics do not change.,pass,none,none,macros.rst,312,fls_ejbddhggstd2,Procedural Macros,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/macros.rst:312,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-018
WB-060,type path,WB,v2-placement-priority,macros.rst,874,fls_h2zikgmazoxx,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,877,entities-and-resolution.rst,Paths,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=type path,move,Moved canonical :dt: from macros.rst::Token Matching to macros.rst::Token Matching and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before entities-and-resolution.rst:370 fls_h2zikgmazoxx was away from token matching fragment checks that consume it; after macros.rst:873 fls_h2zikgmazoxx the definition is at first normative use and Rust 2021 semantics are unchanged.,pass,none,none,macros.rst,873,fls_h2zikgmazoxx,Token Matching,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/macros.rst:873,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-192
WB-061,inherent implementation,WB,v2-placement-priority,entities-and-resolution.rst,1447,fls_v0n0bna40dqr,Method Resolution,19e75856eac5694e5d613c7c59b429848d333992,implementations.rst,57,entities-and-resolution.rst,Path Expression Resolution,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=inherent implementation,move,Moved canonical :dt: from entities-and-resolution.rst::Method Resolution to entities-and-resolution.rst::Method Resolution and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before implementations.rst:57 fls_v0n0bna40dqr was detached from method resolution candidate lookup; after entities-and-resolution.rst:1444 fls_bsf4hy9x7c2e defines it where lookup iterates candidates and no Rust 2021 semantic change occurs.,pass,none,none,entities-and-resolution.rst,1444,fls_bsf4hy9x7c2e,Method Resolution,63675ef2e903e465618ce0f58a45874e945a4b57,src/entities-and-resolution.rst:1444,completed,resolved-high,63675ef2e903,,,Imported from prior remediation ledger row PQ-137
WB-062,self parameter,WB,v2-placement-priority,types-and-traits.rst,3125,fls_ymeo93t4mz4,Object Safety,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3560,functions.rst,Functions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=self parameter,move,Moved canonical :dt: from types-and-traits.rst::Object Safety to types-and-traits.rst::Object Safety and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before functions.rst:71 fls_ymeo93t4mz4 required jumping chapters for object safety checks; after types-and-traits.rst:3178 fls_k1vc9vd8at92 it is defined in dispatchability rules with no Rust 2021 semantic change.,pass,none,none,types-and-traits.rst,3178,fls_k1vc9vd8at92,Object Safety,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/types-and-traits.rst:3178,completed,resolved-high,8f95531de31a,,,Imported from prior remediation ledger row PQ-047
WB-063,tuple,WB,v2-placement-priority,expressions.rst,3505,fls_m8n4t5c1k0pz,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3192,expressions.rst,Tuple Expressions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=tuple,move,Moved canonical :dt: from expressions.rst::Call Expressions to expressions.rst::Call Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:693 fls_m8n4t5c1k0pz was detached from call semantics that package argument operands; after expressions.rst:3500 fls_m8n4t5c1k0pz it is defined in Call Expressions at operative use with no Rust 2021 semantic change.,pass,none,none,expressions.rst,3500,fls_m8n4t5c1k0pz,Call Expressions,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/expressions.rst:3500,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-184
WB-064,type parameter,WB,v2-placement-priority,expressions.rst,1463,fls_8imzo7agyx0k,Arithmetic Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,1479,generics.rst,Generic Parameters,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=type parameter,move,Moved canonical :dt: from expressions.rst::Arithmetic Expressions to expressions.rst::Arithmetic Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before generics.rst:105 fls_95eooah0vcqx required jumping to resolve arithmetic trait wording; after expressions.rst:1446 fls_8imzo7agyx0k it is defined at trait implementation parameter use and preserves Rust 2021 meaning.,pass,none,none,expressions.rst,1446,fls_8imzo7agyx0k,Arithmetic Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:1446,completed,resolved-high,8f95531de31a,,,Imported from prior remediation ledger row PQ-057
WB-065,implicit borrow,WB,v2-placement-priority,expressions.rst,509,fls_zepwytjwy049,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,553,ownership-and-deconstruction.rst,Borrowing,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=implicit borrow,move,Moved canonical :dt: from expressions.rst::Place Expressions to expressions.rst::Place Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before ownership-and-deconstruction.rst:176 fls_zepwytjwy049 required a chapter jump from place-expression contexts; after expressions.rst:507 fls_jLZlxIHr4w2v defines it at first use in context rules with no Rust 2021 semantic change.,pass,none,none,expressions.rst,507,fls_jLZlxIHr4w2v,Place Expressions,63675ef2e903e465618ce0f58a45874e945a4b57,src/expressions.rst:507,completed,resolved-high,63675ef2e903,,,Imported from prior remediation ledger row PQ-134
WB-066,associated type,WB,v2-placement-priority,expressions.rst,1172,fls_8cz4rdrklaj4,Dereference Expression,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,1231,associated-items.rst,Associated Items,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=associated type,move,Moved canonical :dt: from expressions.rst::Dereference Expression to expressions.rst::Dereference Expression and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before associated-items.rst:40 fls_8cz4rdrklaj4 forced a backward lookup during dereference typing; after expressions.rst:1162 fls_y9bc691kkh6v the definition appears at first operative use and Rust 2021 meaning is unchanged.,pass,none,none,expressions.rst,1162,fls_y9bc691kkh6v,Dereference Expression,347ef54c342c3dad2121f1b7a4a737a1a4c9a5a0,src/expressions.rst:1162,completed,resolved-high,347ef54c342c,,,Imported from prior remediation ledger row PQ-083
WB-067,binding argument,WB,v2-placement-priority,generics.rst,436,fls_ltch5eivxgaa,Generic Conformance,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3889,expressions.rst,Closure Expressions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=binding argument,move,Moved canonical :dt: from generics.rst::Generic Conformance to generics.rst::Generic Conformance and retained traceability to prior remediation evidence.,relocate-conceptual-owner,Before generics.rst:374 fls_9pda3ja0ihks was detached from conformance checks; after generics.rst:436 fls_ltch5eivxgaa the term is defined where conformance is judged and Rust 2021 semantics are unchanged.,pass,none,none,generics.rst,436,fls_ltch5eivxgaa,Generic Conformance,347ef54c342c3dad2121f1b7a4a737a1a4c9a5a0,src/generics.rst:436,completed,resolved-high,347ef54c342c,,,Imported from prior remediation ledger row PQ-089
WB-068,future,WB,v2-placement-priority,expressions.rst,5059,fls_sjz5s71hwm7l,Await Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,5058,expressions.rst,Await Expressions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=future,move,Moved canonical :dt: from expressions.rst::Await Expressions to expressions.rst::Await Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before concurrency.rst:137 fls_fte085hi1yqj placed the term outside await semantics; after expressions.rst:5030 fls_sjz5s71hwm7l defines it where polling behavior is specified and discoverability improves with no Rust 2021 semantic change.,pass,none,none,expressions.rst,5030,fls_sjz5s71hwm7l,Await Expressions,63675ef2e903e465618ce0f58a45874e945a4b57,src/expressions.rst:5030,completed,resolved-high,63675ef2e903,,,Imported from prior remediation ledger row PQ-127
WB-069,label,WB,v2-placement-priority,expressions.rst,3994,fls_1MTa81vtePN8,Loop Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,887,expressions.rst,Named Blocks,medium,questionable,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=label,retain,Retained canonical location in expressions.rst::Loop Expressions with ordering/forward-reference mitigation captured in prior remediation evidence.,retain-link-mitigated,Before expressions.rst:3962 fls_1MTa81vtePN8 limited the term to loop context and left named blocks to infer meaning; after expressions.rst:3965 fls_1MTa81vtePN8 clarifies one label concept for loops and named blocks and improves discoverability with no Rust 2021 semantic change.,pass,none,none,expressions.rst,3965,fls_1MTa81vtePN8,Loop Expressions,4033caf781e53b582d3349e6983694e5c9e371bb,src/expressions.rst:3965,completed,resolved-high,4033caf781e5,,,Imported from prior remediation ledger row PQ-142
WB-070,static initializer,WB,v2-placement-priority,expressions.rst,328,fls_t17h5h6a6v4c,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,2529,values.rst,Statics,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=static initializer,move,Moved canonical :dt: from expressions.rst::Constant Expressions to expressions.rst::Constant Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,"Before values.rst:201 fls_t17h5h6a6v4c, static initializer was separated from constant-context legality that requires it; after expressions.rst:328 fls_ib8p7dfwddx2, the term is defined at first normative constant-expression context use, improving first-use discoverability with no Rust 2021 semantic change.",pass,none,none,expressions.rst,328,fls_ib8p7dfwddx2,Constant Expressions,cf1d449c54f72aebf5f22d78f1a2376dccb02988,src/expressions.rst:328,completed,resolved-high,cf1d449c54f7,,,Imported from prior remediation ledger row PQ-174
WB-071,arity,WB,v2-placement-priority,patterns.rst,1074,fls_ivWBnhfOZUrW,Tuple Struct Patterns,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,1163,patterns.rst,Tuple Patterns,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=arity,move,Moved canonical :dt: from patterns.rst::Tuple Struct Patterns to patterns.rst::Tuple Struct Patterns and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:708 fls_ivWBnhfOZUrW separated the term from tuple struct pattern matching rules; after patterns.rst:1059 fls_w369n8lmwr7g the definition is at first operative use and improves discoverability with no Rust 2021 semantic change.,pass,none,none,patterns.rst,1059,fls_w369n8lmwr7g,Tuple Struct Patterns,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/patterns.rst:1059,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-003
WB-072,constant parameter,WB,v2-placement-priority,generics.rst,441,fls_gb3mpt5rxjoa,Generic Conformance,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,313,generics.rst,Generic Parameters,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=constant parameter,move,Moved canonical :dt: from generics.rst::Generic Conformance to generics.rst::Generic Conformance and retained traceability to prior remediation evidence.,relocate-conceptual-owner,Before generics.rst:84 fls_vpcqgec83ybt was detached from conformant argument checks; after generics.rst:441 fls_gb3mpt5rxjoa the term is defined in generic conformance rules with no Rust 2021 semantic change.,pass,none,none,generics.rst,441,fls_gb3mpt5rxjoa,Generic Conformance,347ef54c342c3dad2121f1b7a4a737a1a4c9a5a0,src/generics.rst:441,completed,resolved-high,347ef54c342c,,,Imported from prior remediation ledger row PQ-098
WB-073,mutable static,WB,v2-placement-priority,expressions.rst,468,fls_doi4z6u55bi7,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,661,values.rst,Statics,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable static,move,Moved canonical :dt: from expressions.rst::Place Expressions to expressions.rst::Place Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before values.rst:187 fls_doi4z6u55bi7 separated the term from place expression mutability criteria; after expressions.rst:466 fls_ilaqmj3hc5uv it is defined where path expressions become mutable places with no Rust 2021 semantic change.,pass,none,none,expressions.rst,466,fls_ilaqmj3hc5uv,Place Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:466,completed,resolved-high,69af449c3644,,,Imported from prior remediation ledger row PQ-034
WB-074,scalar type,WB,v2-placement-priority,expressions.rst,5367,fls_oFIRXBPXu6Zv,Arithmetic Overflow,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,5368,patterns.rst,Range Patterns,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=scalar type,move,Moved canonical :dt: from expressions.rst::Arithmetic Overflow to expressions.rst::Arithmetic Overflow and retained traceability to prior remediation evidence.,relocate-first-use-owner,"Before types-and-traits.rst:171 fls_5y8tfx2kgj0c, scalar type was distant from the arithmetic-overflow rule consuming it; after expressions.rst:5339 fls_oFIRXBPXu6Zv, the term is defined at first normative overflow condition use, improving first-use discoverability with no Rust 2021 semantic change.",pass,none,none,expressions.rst,5339,fls_oFIRXBPXu6Zv,Arithmetic Overflow,cf1d449c54f72aebf5f22d78f1a2376dccb02988,src/expressions.rst:5339,completed,resolved-high,cf1d449c54f7,,,Imported from prior remediation ledger row PQ-167
WB-075,constant parameter initializer,WB,v2-placement-priority,generics.rst,491,fls_3SjMBlc0b7qo,Generic Conformance,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2531,generics.rst,Generic Parameters,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=constant parameter initializer,move,Moved canonical :dt: from generics.rst::Generic Conformance to generics.rst::Generic Conformance and retained traceability to prior remediation evidence.,relocate-conceptual-owner,Before generics.rst:87 fls_3SjMBlc0b7qo was separated from initializer value resolution; after generics.rst:491 fls_OhVxhJ23x7W2 the term is defined in conformance outcome rules with no Rust 2021 semantic change.,pass,none,none,generics.rst,491,fls_OhVxhJ23x7W2,Generic Conformance,347ef54c342c3dad2121f1b7a4a737a1a4c9a5a0,src/generics.rst:491,completed,resolved-high,347ef54c342c,,,Imported from prior remediation ledger row PQ-099
WB-076,immutable reference,WB,v2-placement-priority,expressions.rst,5310,fls_aCxt2Ovmb5He,Capturing,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,5311,ownership-and-deconstruction.rst,Borrowing,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=immutable reference,move,Moved canonical :dt: from expressions.rst::Capturing to expressions.rst::Capturing and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before ownership-and-deconstruction.rst:125 fls_wcf5mxrzbujn left capture mode wording without a local definition; after expressions.rst:5281 fls_aCxt2Ovmb5He defines it in capture semantics and keeps Rust 2021 meaning unchanged.,pass,none,none,expressions.rst,5281,fls_aCxt2Ovmb5He,Capturing,63675ef2e903e465618ce0f58a45874e945a4b57,src/expressions.rst:5281,completed,resolved-high,63675ef2e903,,,Imported from prior remediation ledger row PQ-132
WB-077,external function,WB,v2-placement-priority,general.rst,215,fls_v24ino4hix3m,Conformity,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1105,ffi.rst,External Functions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=external function,move,Moved canonical :dt: from general.rst::Conformity to general.rst::Conformity and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before ffi.rst:228 fls_v24ino4hix3m lagged behind external-interaction conformance requirements; after general.rst:215 fls_gu3331rmv2ho defines it where conformance semantics first consume it with no Rust 2021 semantic change.,pass,none,none,general.rst,215,fls_gu3331rmv2ho,Conformity,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/general.rst:215,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-119
